ra,dec
149.495875,1.968027777777778
244.32454690250006,-58.80218337247223
120.55031012076999,32.31507449605
120.76444536114003,27.74395751715
149.9749,2.1399439999999994
150.63042,2.63781
150.59839,2.63925
242.59354166666665,54.53033333333333
334.38097910450296,-8.760512214480556
137.17432570053,0.48468199251000005
174.30519062072,63.1862839236
196.42916666666667,23.708055555555553
73.56646539569,-61.27404456026
197.57697313941998,25.05818686867
222.12416465049,8.21747073123
326.7306166666667,4.489749999999999
36.58002,-5.47317
15.153292180860001,-47.86722734537
242.6961,54.6166
338.32000000000005,-60.49297222222223
269.3110833333333,66.52033333333334
206.08166666666662,51.440200000000004
243.70607695410996,17.48728427895
188.590543310636,26.2397669152253
53.205125,-27.893749999999997
69.26823064375002,29.670504989750007
119.862625,38.58495555555556
189.2816,62.332311999999995
215.07199699999998,52.960592
164.0738686114034,23.7089778877631
188.95149999999998,62.28433333333333
189.0093333333333,62.210611111111106
189.05016666666666,62.15002777777779
189.06999999999996,62.10375000000001
66.42753928167333,-10.535368454325834
152.66402258608707,-12.737405735082778
189.07991666666663,62.24486111111112
117.01191666666666,13.281705555555558
189.12295833333332,62.37083333333334
189.15317299999998,62.199001
174.90559337368,32.78045393734
53.23425,-27.699691666666666
189.20957499999997,62.33468500000001
53.05889400000001,-27.819423000000004
53.082571,-27.689608
53.1240025,-27.8630922
53.1336375,-27.698655555555558
53.1456125,-27.91976666666667
36.9421,-4.4814
53.149601,-27.8223038
53.198875,-27.843944444444443
149.43749999999997,2.4714444444444443
149.46866666666668,2.3417777777777777
149.4818333333333,2.2815
149.48956249999998,2.655577777777778
22.6974,-17.4183
149.4914583333333,2.075166666666667
53.1358145,-27.887989194444444
149.49333333333334,2.7686944444444443
149.49395833333335,2.0401111111111105
50.563112933750006,-13.216140197916667
76.8538,-36.41210000000001
149.49516666666668,2.547055555555555
99.00960000000002,-31.2201
149.49758333333332,1.6904166666666667
149.49566666666666,1.7226111111111113
99.0561,-31.1132
103.2271,-32.5069
149.50244,2.20133
105.7058,-33.0358
149.51716666666667,1.8635000000000002
149.51779166666668,2.6172222222222223
149.51850000000002,1.9075277777777777
149.51913333333331,2.6479222222222223
160.8105,-23.3901
149.52129166666666,2.5755277777777774
178.0919,-27.024000000000004
178.2781,-4.7154
149.524125,1.8346944444444446
213.3627,-34.3766
149.559581,1.6303210000000001
149.58054166666665,2.007527777777778
313.188,-22.5694
189.244884,62.172982
315.4302,-17.799599999999998
149.593875,1.607777777777778
149.59141666666667,2.1188055555555554
149.598625,2.6851944444444444
149.6015833333333,1.5761388888888888
149.59912500000002,2.57075
149.605125,2.163777777777778
149.63041666666666,2.5680833333333335
149.61958333333334,2.6153611111111115
149.63183333333333,2.574888888888889
149.63649166666667,2.0201222222222226
149.641109,2.1076340000000005
